transaction_id,timestamp,input_address,output_address,amount_btc,input_count,output_count,transaction_size,fee_btc,block_height,time_to_next_transaction,unique_counterparties,scenario,label
4e95744462e19fd4d160c1312367f4f93f1ca2e5e9e99ad06453208f942ea6f1,2026-08-01T04:49:55+00:00,bc1qe54f9c2900332090cd2b85f94f6b2d9e27,bc1q472893acf2792c7a8fc645f9bacf353a67,1.9349,1,1,247,0.000243,850001,16735,2,normal,normal
ec7301ed528ab13b2f7eb2ff702e71aff4c0e0ed4104bd7e9be2de38a08b7fc6,2026-08-01T05:45:37+00:00,bc1qd5d0cf6830679d4d3357c74b74ee126b24,bc1qadcaf4dac1183e1ecab1a83a50f753f0a8,1.139,2,1,231,0.000164,850002,20017,3,normal,normal
a0a2a2ca2dc6c26f3bde165b8f736942239318d15cf2008c673325bdbe9257bc,2026-08-01T05:34:36+00:00,bc1qd036d61da3ed20163ef8535df13bfed58f,bc1q652149efe2220cd44689d3da829a97eeda,1.7575,1,1,237,0.000226,850002,19296,2,normal,normal
b4b2449ce3e421066c92a9eda4b08ebf7ee9640720e354d539dddcd8b6c7548d,2026-08-01T00:17:23+00:00,bc1q30d9cc44deac144a90c0534027320d6f06,bc1qabdc37d044514aa9cb9ddb1835a730edeb,28.4904,1,2,224,0.0008,850002,203,3,peeling_chain,suspicious
b87cd3eff1fa5b1449d94b65289a7721538c787e6d30751cdd4d003dcc91455d,2026-08-01T10:53:20+00:00,bc1qa349ae46fe65c8505f345b267006ce5f23,bc1qe2ae8f3ba3a1d9846d8167dc0c4894b0c0,0.5568,2,1,227,0.000106,850002,38300,3,normal,normal
b023c57e41e33e8e72c8a7dab3ad67ceb21367293e67678808cac08fcf145f63,2026-08-01T00:24:43+00:00,bc1qcycle_42_node_1,bc1qcycle_42_node_2,16.8256,2,2,250,0.0012,850002,523,3,circular_flow,suspicious
3cb8627e44ff7d85c447c6e110ac0bb66d5bcd7b001f66b7de147a9a53ebaa1e,2026-08-01T11:06:30+00:00,bc1q2ef617585cc3974f22cdf992cfad660af2,bc1q4e2238c646b56e66ed15558d7b050b84d4,2.1922,2,1,240,0.000269,850002,38970,3,normal,normal
9007bf15552dbf019df2600e07543f74065a5d1e49f628f80646cc97daf43ae7,2026-08-01T00:20:27+00:00,bc1q59f730f017d9d479ed51bb2a2efdc797e3,bc1qd6b7047bed99dba01a89a5580d10aa997c,10.7149,1,2,225,0.0015,850003,147,3,rapid_forwarding,suspicious
eda92b18e4a4f933a5c0824274b40781f34e005a87157c354f6f21dd4a30f772,2026-08-01T11:02:09+00:00,bc1qba22cb180f672ba97c61678d8439a45e7e,bc1q98d4708e7f98a554591b0e359ec44deac9,1.3521,2,2,231,0.000185,850003,38589,4,normal,normal
74a2b2966cedf61ef76a3dc19ac3a86d6012618e17083cf179ce55bc00f849b1,2026-08-01T03:21:05+00:00,bc1q7f48d97dce72fabb02acb2fed2d7ac7a0d,bc1qfc608e1573e32b55db5e3add097cd967f2,1.2787,1,1,247,0.000178,850003,10865,2,normal,normal
b8a91fe7f8e412979e68344decede9ccbf18813c3894409916ea83abac336dfc,2026-08-01T12:16:20+00:00,bc1qd66ac8623d0f3527517463abd90a6b345a,bc1qe9d326ed00eb8659c88857e1aaa6b8d287,0.4084,2,1,232,9.1e-05,850003,42920,3,normal,normal
e8033408f7b8a94f89498edbc03dcfd8833d7f811485c698e686d91c7f628339,2026-08-01T09:23:14+00:00,bc1qd8689831396ad106d2e497b3dac315c104,bc1q2225370d7440b86927bba5e995ec606c1b,1.3275,1,1,241,0.000183,850003,32474,2,normal,normal
8e94d1d218f5a0510dded248e197857a7e6a944fdc01ef6986a083cbe9d6ddd4,2026-08-01T00:51:12+00:00,bc1qa2c9b2089f055e5ce8abb738515c66c1ce,bc1qa7dcee1298cf86dcffaba28eaa40aa87ce,99.1739,1,3,280,0.0025,850003,1692,4,dormancy_burst,suspicious
1c1e8f5df0f25a826f4d493b37d6237f5ab9ae7a5231a1945a9dd8c17c81df84,2026-08-01T06:14:34+00:00,bc1q47a20d79cacb60db92c5fd4561a394e027,bc1q5228acff6b83353bc2036c418c93b67667,1.0926,2,1,250,0.000159,850004,21034,3,normal,normal
5f9ff222c35ef09c259a697278d0ed782515abd8552578149bc551826e61c1de,2026-08-01T00:33:08+00:00,bc1q1723fb01a0960f6462a6b6ee70ba794114,bc1q8328267da4c9a610f2cb0631132dac8768,20.5356,1,2,224,0.0008,850004,488,3,peeling_chain,suspicious
e0bf0fe2aaace23e200846c804b9f3e2af5586bb462b2c8f5758aadeac95ecff,2026-08-01T00:43:11+00:00,bc1q900eb81d14d411ade81b31bccebde2a394,bc1qc83d6128f12da145b8775d46088e334f43,47.9993,1,15,660,0.0035,850004,1031,16,fan_out,suspicious
7936d026fefdf91013603955a99dac244ba78f35c340a5342b7a1ddcc66a08dd,2026-08-01T00:57:22+00:00,bc1q93f263b3bbb4fe19cf7ee551cde6a94d1c,bc1qe88a148aef5cf7274621189e9e012bfe8f,105.7502,1,3,280,0.0025,850004,1822,4,dormancy_burst,suspicious
fa4705b34c287f3786ed693965d85fb7f4606e83557373e2aa89d91e10dccfbe,2026-08-01T00:46:34+00:00,bc1q608566f90b792702e01c83415e5503016a,bc1qb976160190b855d10c3499c1c4f22f244f,24.9346,1,17,728,0.0035,850004,1114,18,fan_out,suspicious
0f67aa5b9f08a038c2cc1c638db7134242dc42040efc9489e823dd9830f85a89,2026-08-01T01:27:09+00:00,bc1qaaf95f335f39f34896275946ae92b90a68,bc1qe021ed4e9f98c34cff86f8bf7a29181445,74.9582,1,12,558,0.0035,850004,3489,13,fan_out,suspicious
40e1ebfa3fdaf294d6c52a2de501cdd7fd2b5dfa9d105b1d1d54437310e2b774,2026-08-01T01:08:21+00:00,bc1q100aed76110853c2e7a83462bc0a2c02ef,bc1q6116e13c0e1b0ed5469b443c417a251cc8,16.266,1,23,932,0.0035,850005,2301,24,fan_out,suspicious
0a209a01b27f301531a09e9da77e3812b5120f665071b8eb4d3cfcbdb02bcd55,2026-08-01T01:01:59+00:00,bc1qf14f63eceb9546df940189083ed10f8dba,bc1qb11d6ca72e53417d8c47f2630902b7b7e4,51.5507,1,3,280,0.0025,850005,1859,4,dormancy_burst,suspicious
57ee49cc41d5203d91ae74b41c31b81c5bf8acfcc243898545ee2cbd7795ba95,2026-08-01T11:21:42+00:00,bc1q8c42c473ecd83312f2940030cfcf8c964d,bc1q5ce87390b01aa99a983260534a79b02a14,2.3679,1,2,246,0.000287,850005,38982,3,normal,normal
3058c0af418abc311b5a7f0eab017cb39bfc06688a029a61ba0d71fbf467f9df,2026-08-01T10:44:51+00:00,bc1q5fff6ff6b0ee0dfb7c29fef3a4ec908f30,bc1qfb5797dc0aeb3918274870c6a8afdb03eb,1.9169,1,2,250,0.000242,850005,36711,3,normal,normal
5c0e5e2e956aafdb166fd0ab2b539db3653d9612d28603a51acf0d413d92e78e,2026-08-01T00:57:05+00:00,bc1q353bcb0ddf61cdd5b95de9c6696ddde0d3,bc1q2b1a424fe99621f9e9aa87ae2ad2adfb10,49.2988,1,31,1204,0.0035,850005,1385,32,fan_out,suspicious
300600a0c4ffffe6b780bcc43680d04f3b1d7c61c0f939128ac68006ec765672,2026-08-01T00:36:24+00:00,bc1q26f72d4685d479ccb4ff06807e55ce188d,bc1q3b10865a2251d311c2526fc39c3c509167,42.1565,1,2,225,0.0015,850005,84,3,rapid_forwarding,suspicious
59127f8cedb55b71ea7bc53263a2c210368d8bd6133a2596c4a4e979fbe93f43,2026-08-01T00:43:53+00:00,bc1qafbbba4d80d376ca2aa57744d3aee0e9da,bc1q93408ee36fe44564155bb0455b1aa709df,18.046,1,2,224,0.0008,850006,473,3,peeling_chain,suspicious
12d9ad570858fb3266e358bc3ebb214efd7df23f9ce6736016485b6ab9a44444,2026-08-01T07:54:52+00:00,bc1q3e6c19177ae05208e9bac3dedc21d63e69,bc1qfbc6b34d68a52964c303c4682444fc6f64,1.1009,2,1,227,0.00016,850006,26272,3,normal,normal
94c12ed4510b8b218517b34cb2867f45f49cd1bf05b7130db1c4bc228b58ab90,2026-08-01T07:17:16+00:00,bc1qff8759b127e706f29de98f4b75d746cca7,bc1qdea78e845219569676f1211c641ca0e602,0.0624,1,1,220,5.6e-05,850006,23956,2,normal,normal
3ae00d5703dbc8c141e817f6da6f6b243d428db57f8e3376216f09617580a3d1,2026-08-01T12:38:19+00:00,bc1qaf20df641c6738d2eb718aa2fde4f5a35f,bc1q24a943af58a7e4fd62530a712919ab41d0,0.1566,1,1,247,6.6e-05,850006,43159,2,normal,normal
68bfa9d73fa2ca9f681b668356d8a037d7026d581e4bd74fab6a16b5a4764a69,2026-08-01T10:31:35+00:00,bc1q0bbb9a29e1f91b1bee187fd8971ae2d0db,bc1qdfb6bfeeae9caca8d60fa24f77150c8361,0.6026,2,1,237,0.00011,850006,35495,3,normal,normal
ceb5ec32a47063474974f319c6cb1e2efbfa3d07fc0288176b353e259958af36,2026-08-01T11:34:43+00:00,bc1qb65008e1c561fd89b925f640c2956a0347,bc1qccdf722f0f0fb420e00760f1f66e9cbc4e,1.4448,1,2,245,0.000194,850006,39223,3,normal,normal
e980b3946cf85b4767ca9cf21728a78fe8385aebd524a2c1973255b11952d0d6,2026-08-01T00:42:54+00:00,bc1q1a6d48a4430d86d47373fb01ea63b41c66,bc1q506635ea7f74c008aad5cbba8182fd6c14,8.8772,1,2,225,0.0015,850007,54,3,rapid_forwarding,suspicious
4c52458f9c9b158ed00fab2ed8e9c8feec1b6ba24499d9fb621b63a9326ddcb5,2026-08-01T00:45:18+00:00,bc1q5107b4a81e532705613ce396187b5b3424,bc1qbf74f668fb242fc4abf632c14688da646f,21.4441,1,2,225,0.0015,850007,138,3,rapid_forwarding,suspicious
9c0524afb834b7b1348199e1d8c2d9d1db26fea0dde767d18fd3a49cde053162,2026-08-01T00:57:41+00:00,bc1qbb37ea925540e82ef0da65d7fff2876394,bc1qa2ddbd961272ffd47014b078f2f75f1780,90.6028,1,3,280,0.0025,850007,821,4,dormancy_burst,suspicious
09db1c0e4a027e074fed99006d1ec1f0aa85e3d34a855b25d1d35e2a0381a7b1,2026-08-01T00:53:21+00:00,bc1qf7d361292bcd7470c580f9655ad4f98aaa,bc1q9x087v2n5k4h3j2m1p9l8k7j6h5g4f3d2s1a0,8.3337,1,2,225,0.002,850007,501,3,risky_neighbor,suspicious
9404d2371847983d519fd236afd015d686dc7d778a0bfd717afa3630f8347d6c,2026-08-01T00:54:49+00:00,bc1qcfefd435acabef6c2dbf554806a8cb8995,bc1q3e012dc9a4ac85b3d0fe8abe6c85450d01,44.4669,1,2,224,0.0008,850007,529,3,peeling_chain,suspicious
3d8b18f6ac730aa49ee2c30634e745ba0a28c839b83238937b8881e04bf535ed,2026-08-01T04:44:45+00:00,bc1q141b2eda32d51d09556214e3cecab486e7,bc1q85f6b0980df6300b9909776d9d06e4671e,1.3454,1,2,225,0.000185,850007,14265,3,normal,normal
6686ff42c0d860907cd72e78e1275ba9211161204165c5055dd6b84ce09762dd,2026-08-01T05:50:51+00:00,bc1q833cd25417bbc6c20dff2a8832fd1990bb,bc1q99248197e3c523d8131a6a654e7648459e,2.1875,1,2,245,0.000269,850008,18171,3,normal,normal
c0838d99c7fac659b32c992a2d60bc20b5eb0c38599082321ecb033dfb97d1c0,2026-08-01T01:36:34+00:00,bc1qa254f0d32f92d28147afa5cacdf5562fb3,bc1q0d64434f109886e03b54e37c6adc9c446f,38.8118,1,3,280,0.0025,850008,2854,4,dormancy_burst,suspicious
c45b4e5c5640f255c08cd50db336518962451862bef8b53ccc6844b07e757fa5,2026-08-01T01:31:54+00:00,bc1q81bc045ba7f4722e6e18204ee59b85bec5,bc1q5b96a129924006562b4d5e5b2ad55eaf71,78.5219,17,1,2716,0.0042,850008,2514,18,fan_in,suspicious
d1d1c5085863d4e3d3583d513d04411b285a1339b757a2e15209d95ef7157cc1,2026-08-01T00:55:37+00:00,bc1qa3d2b8f5bb2c1fb0b703cce17aad679376,bc1q62a4fe87d8cd80d633f7ecd23b15e04fa7,0.0289,1,1,192,0.00015,850008,277,2,structuring,suspicious
c3050f555aba070f0145cd1e61a10f58171eb9b50fadae2ec4db3141ec075e91,2026-08-01T00:54:33+00:00,bc1qfdd66bdae4963a27705b8917f0322041fc,bc1q15ba231363fb50c2200c687792b980835a,13.5499,1,2,225,0.0015,850008,153,3,rapid_forwarding,suspicious
feb84b093fbda0d84d32788e0a7831c8e0c13b1a772dcb8c3396ab79035760a2,2026-08-01T00:53:45+00:00,bc1q2e98acec9069405ebab73f8cdcdd8a9f5e,bc1q04ad72f732c4810129007d87bdebe29387,11.5855,1,2,225,0.0015,850008,45,3,rapid_forwarding,suspicious
937bbf3f72d523c014faae8ce63a867a4c89d5ad31ebe20562239b9b1fd51af9,2026-08-01T08:30:26+00:00,bc1q79b8ab62b6eb323fcf9bda33c2be50fa7a,bc1q838ba559f8827a81932e35d727caefb0b9,0.6704,2,2,233,0.000117,850009,27386,4,normal,normal
7b1dbf3b1d2874cd52ac44c2fd62c8fc11a5c198495dc456a4604990939bfa60,2026-08-01T01:49:52+00:00,bc1q0f7c1f8e921c8fac32dc57beaa82c7c10f,bc1q1551251e0065a3bb2f8ff8025886d6c40f,89.6796,32,1,4936,0.0042,850009,3292,33,fan_in,suspicious
29be78cbc5e626ec84822d85dfda921456fd7035028e0bd7c7cf15b1b0ecd38b,2026-08-01T01:34:13+00:00,bc1q09e98610bcc479ad7ff4ec1ecb7143c766,bc1qe9c2bf2c48cc442a8471beb6bd5204a17d,30.8358,24,1,3752,0.0042,850009,2293,25,fan_in,suspicious
f4647af1d39148dce475c691402bdd3c2ecbb8d2bf3457c3cfdb0c4b3f1d7128,2026-08-01T02:30:52+00:00,bc1q6caeb7a673eacac1a3e92ea7553caa9e80,bc1q65f975506a63a1b9de4183fb18ad83cf10,1.4522,1,2,221,0.000195,850009,5632,3,normal,normal
4a4627cb1c002de6d447abc9aef24ad5a5e31fef3d060967f3ea038bef4cd534,2026-08-01T10:08:46+00:00,bc1q875441fa5fb735aff11b7474a1b1cf1749,bc1qc4529742d1f3b67adac5fcd589c7835f75,1.2621,1,1,250,0.000176,850009,33046,2,normal,normal
6d481c0688324adf549bc3c97614097bba74d7fd7b45bf8adf587d1c83a7af4f,2026-08-01T01:16:41+00:00,bc1qb953a2fa40cb92944b82b48c8075f5f1ac,bc1q529d936147bb3cbf0d42fc7d30ac99dcd8,19.4539,1,14,626,0.0035,850009,1061,15,fan_out,suspicious
54652559d932e4490f3dc1b883fce37fb1b13baffca17d9e28b51288812bd0c4,2026-08-01T01:21:03+00:00,bc1q3bff8c7276b3b813e692685ae9f73cafd8,bc1q0c6a80c85fdfc99086f020f4c7c3873787,48.2643,33,1,5084,0.0042,850010,1263,34,fan_in,suspicious
30cddcface508a3ab7a1c87292a1966e9516cc6622a04bb56a985c32d1b4474d,2026-08-01T12:20:22+00:00,bc1qffbea8f01132888cc01a8d1cc35561a403,bc1q743fe6f730495832a0c555af2d8c58b7fe,0.109,1,2,241,6.1e-05,850010,40762,3,normal,normal
02fe0c1c0188142e5858bba13d8e3519ce476f259c3a29429e458f8ef8a4f0e6,2026-08-01T01:42:41+00:00,bc1qca405722730bf80059d74b819507fe4b3b,bc1qfd713afd1db766846c891fde1dc6b716bd,35.564,1,20,830,0.0035,850010,2441,21,fan_out,suspicious
729f0d757536937a66e7bd5d245f22bc96d03acfc2c235a8b8bb4b242be95f8c,2026-08-01T07:16:10+00:00,bc1qcd5507319f4d1f6481a1a169845823ed8b,bc1q762d41c369dd1b6541f92130b1f15fd043,0.6043,2,1,241,0.00011,850010,22390,3,normal,normal
468be55d84130679fb9e66ad4245d4530ccbdb5d174660151bd4a4f64363e89c,2026-08-01T01:40:12+00:00,bc1q3e09042f78b1bbc4686c017cf7064b6193,bc1q874f818a3308eb50466df015653f707a0f,42.1324,39,1,5972,0.0042,850010,2172,40,fan_in,suspicious
f621b921d2ef0517f434c36cd0b4873ffaeda081d9714a2080ae921db8d0c096,2026-08-01T01:06:02+00:00,bc1q9a68a1132653a38c52426eb0594b1949ec,bc1q29579b17f4bad96f5eacd4fce631e5c041,0.0467,1,1,192,0.00015,850010,62,2,structuring,suspicious
bb352612f1ea4d5b0adc7695a8a995574ac93f83e9e125e524709e8538a16269,2026-08-01T01:14:24+00:00,bc1qb3c48d751dfc645cc0d0b2b7fc2865db16,bc1q9x087v2n5k4h3j2m1p9l8k7j6h5g4f3d2s1a0,9.0293,1,2,225,0.002,850011,504,3,risky_neighbor,suspicious
287c43e2b0e5b75a56f058321920b7ba2e1a6bd98835bdef6111e818afb2d4c3,2026-08-01T06:26:40+00:00,bc1q62a7d1909cdb5a5b67a6fe1a522953578b,bc1q8310803618dc56c076001497cef501e2e8,0.3398,2,1,248,8.4e-05,850011,19180,3,normal,normal
1a78012f1b2e135fdec956c76dbd41ac61963d855d42a58eaff6e1e5cee04b70,2026-08-01T06:49:16+00:00,bc1qaa9cce078e316c1fe2719e2d47d82e0dd9,bc1q1be1806f573fede7b8b41ecf60a7b75e9d,0.4028,2,1,241,9e-05,850011,20476,3,normal,normal
cc32bef95cf6515926afc1483bfec17de29aaa30ae694a12df442d8130dcf822,2026-08-01T01:17:26+00:00,bc1qcycle_42_node_0,bc1qcycle_42_node_1,28.4986,2,2,250,0.0012,850011,506,3,circular_flow,suspicious
3a5c78d852ac8b1ae23123a27bcc81e4ec9746f7d7b535c49cbb605e6444865c,2026-08-01T04:06:40+00:00,bc1q85fb309c7e47c251b2da9b0026ebfcd552,bc1q9d1034cc044a89ee05c75df91e0aa4ee8d,0.6685,1,1,228,0.000117,850011,10600,2,normal,normal
843dabb739135b9f560433a38bdde9f6116dd7d2744e084d047c7e6f31e8e157,2026-08-01T05:31:03+00:00,bc1q8b2b08643778fd2de6f63445067f2f9f9b,bc1q887682a861040430431a517dab508b3016,1.7969,1,2,236,0.00023,850011,15603,3,normal,normal
3ad52e88f10379be90eada502a1d97981e1428e008d5a489f97eac6f57d95cd5,2026-08-01T01:12:43+00:00,bc1q6450599dfa63948d863bb8dec17811dca5,bc1q05329f5aa4345a75ba5d362143accc1042,8.6919,1,2,225,0.0015,850012,43,3,rapid_forwarding,suspicious
7457136475efbe1f6ae6fe4772ee9cad0bfbaa2afca57ca1f671bd965b525494,2026-08-01T01:14:40+00:00,bc1q6128a99e9a6e0b415f9ec420ac02c103ed,bc1q489de944549d935f4e322d3755d18a2574,6.7635,1,2,225,0.0015,850012,100,3,rapid_forwarding,suspicious
969fe051c085e7ff214e36310dc9e69edc9f5dd1b9e95063dae74fcc862ec108,2026-08-01T04:06:53+00:00,bc1q8d66e767b37a7267f05d0062857d271977,bc1qe1b7b3e1ba04087154b3c03164f0995a8b,1.5964,2,1,243,0.00021,850012,10373,3,normal,normal
8fa50e2087b8169a951656690e90d110a6d1668da8ca840eb1f3ff3133bc8c8c,2026-08-01T01:17:19+00:00,bc1q76f68ea72afef6b4c0fd755de073f961d9,bc1qc0e72d333236a0ff53e2df92cc06f38d4c,27.4363,1,2,225,0.0015,850012,139,3,rapid_forwarding,suspicious
644617e741ad428f96aaf1fd5d7f76c3679ced7bf1fccdc02cb017ae8b798a6a,2026-08-01T04:28:48+00:00,bc1q8874f676392a673f9257d542bade7aa88d,bc1qf82b393d69fafaa88b53afdcceb3ef3568,1.3685,2,1,233,0.000187,850012,11568,3,normal,normal
e284b8264b16937784c153d629db97a90aaf9452d20b0c2b95db2a38c77633b6,2026-08-01T07:23:42+00:00,bc1qdec8c4219957436c4f30a142e1d32053f0,bc1q3461482693bcee387ffa122954e1b7b966,0.918,1,2,226,0.000142,850012,22002,3,normal,normal
183c17de7755cf8aca306298b483fee43dbf60e9b54e19fb84b4c13140017c71,2026-08-01T02:08:31+00:00,bc1qe19cc995c11785372309f08e045e6e383d,bc1qfbc58ea72a9f156c585eb20891a2d15063,27.1956,39,1,5972,0.0042,850013,3031,40,fan_in,suspicious
8384e81d8c7942c32ee6b09504d787969eb67629a4db9284c76b60f42956c474,2026-08-01T01:51:44+00:00,bc1qa8bc4ca79715a7875494416854c1a20dbf,bc1qda0720297ee8b69f5c1cac13fe682ae1f8,78.2994,1,35,1340,0.0035,850013,1964,36,fan_out,suspicious
0ada3b2689092cafc5316cc229d2a6b568c4340cc272364b66f6401fb1e23d95,2026-08-01T06:08:34+00:00,bc1q4fcaa4dfd7f58e58af0b1a08fe64f85404,bc1q2ca8f7ed30341093156edad602b92917a6,2.1629,1,2,220,0.000266,850013,17314,3,normal,normal
eaa68e30ed9ed433354bb6e2b6029060d6ca00b840f00817a3b6e93729ca152a,2026-08-01T07:53:50+00:00,bc1q82d8f02351ca0b2979c87a1f221b7c238f,bc1q96f07a0ee90e3869df5f07b887e6f2330b,1.9581,2,1,228,0.000246,850013,23570,3,normal,normal
5ca8f2d9bbb687fb7ca9336d4aeffbca6f99c4c0cb1477ab76e89e52ff6de324,2026-08-01T03:50:04+00:00,bc1qfaa65ff0ce83f77e86314397f983b6bb00,bc1q56ea4cb0844c7fce63dc7c5481e1cc3e1a,0.9625,1,2,227,0.000146,850013,8884,3,normal,normal
94b2c094dbd9d1256b6296b3d59b0235f108e0b1f0e39b8254f5c0d94fe98688,2026-08-01T10:15:46+00:00,bc1q7cc8e7a3460273b61cb99ce26d1dd6ce2a,bc1q4a91968bfbd4ebd0143ff78d59968acc18,0.8806,1,1,220,0.000138,850013,31966,2,normal,normal
9302cff1bb7a1262f6fc32cd38ab30f3d28b623a3177b93158c96127cc528fb8,2026-08-01T01:56:12+00:00,bc1qfe7b38ea440ab2338e1a60b2ec0ba21a89,bc1q46c823fd0655ffd733baf4c703b67be23f,42.9783,17,1,2716,0.0042,850014,1932,18,fan_in,suspicious
415eb9ce2e0eea76537af6a571fa215e961a5e6d4363da76b2c24e9b38168118,2026-08-01T01:39:31+00:00,bc1q60c6ac0351d1371876879b3917d55f3bca,bc1q9x087v2n5k4h3j2m1p9l8k7j6h5g4f3d2s1a0,24.313,1,2,225,0.002,850014,871,3,risky_neighbor,suspicious
588c38a049e1006f81faccd57e34975b7b3bd459a0907a5a4beef56f4eefbc76,2026-08-01T02:17:23+00:00,bc1q915cb49a196ed7e426e6dac1c02f501cf3,bc1q2cdd7df4ada49af31254e0cd62d9625f91,78.7747,1,29,1136,0.0035,850014,3083,30,fan_out,suspicious
b7dcd92aea2ba93ca942e57fb55111702707b7a74fba06341328088e9e282acf,2026-08-01T02:27:08+00:00,bc1qfe9fd4a927b8ed233dc73cd0ad2411d91d,bc1q34e38a94db8767ca44660785933076600b,0.2972,2,1,238,8e-05,850014,3608,3,normal,normal
1023accce1d190aa7e27152b608935dded7c481440ef2696b03bcaddc3a936e4,2026-08-01T01:42:03+00:00,bc1q642087bf53edafb4abc0c917ff7c2298f5,bc1q9x087v2n5k4h3j2m1p9l8k7j6h5g4f3d2s1a0,7.1041,1,2,225,0.002,850014,843,3,risky_neighbor,suspicious
6c470ec8f67a6eca5a8d4fe517d5ed8fc7f6fa562aa2b71c2915958c561c6fed,2026-08-01T01:57:35+00:00,bc1q1393bbe16eed27c588653af0c65d2674e2,bc1q40ab9c46f5f0ce18f549d3361c2242dcae,62.3554,1,22,898,0.0035,850014,1715,23,fan_out,suspicious
2777fa6ab8e5a773503d950629efc10271f7b964e9fa76e0976fb98f95c5df44,2026-08-01T01:32:40+00:00,bc1q0ba2fbb0bcf2c139575ce71b5ce20da400,bc1qdf075f7385210c5c50cfbcd43988a75205,9.6258,1,2,225,0.0015,850015,160,3,rapid_forwarding,suspicious
604a39f04c1578ecc009973af9ca6c0ea5a5f1eec0f3e827a53824cb1cc7932a,2026-08-01T01:53:58+00:00,bc1q311795260d4e5e810f1526797151117efe,bc1q61a133eed56495fe61f02cd688f86b43aa,52.925,1,3,280,0.0025,850015,1378,4,dormancy_burst,suspicious
ba876a3fcebc05fbe3159151febcc063db315b80aa2f6d712bfe4f58596e1adf,2026-08-01T01:34:00+00:00,bc1q107ae29655872630e6c5b868dbf08dd305,bc1qf640aa0d4b761d178288f495c77871ffae,30.7968,1,2,224,0.0008,850015,120,3,peeling_chain,suspicious
5d87cfc60903959bc08066a2f87ac56d36c006d5f948b94c40ac18fba5a59150,2026-08-01T01:47:46+00:00,bc1qcycle_42_node_0,bc1qcycle_42_node_1,12.3348,2,2,250,0.0012,850015,886,3,circular_flow,suspicious
e24f0bb6affa5c1af3ec0fb41513e8079b3c3041a6100ecf7fd77953891c43eb,2026-08-01T01:35:54+00:00,bc1qbfbda889413d0adc75f35b0e41d9b1e484,bc1qbe43c060ebcb9dc0b88c76c8be3c908d52,29.9262,1,2,225,0.0015,850015,114,3,rapid_forwarding,suspicious
